ice_event_code;ice_ric_code;ttpro_event_code;ice_event_name;ice_ric_name;ice_event_name_de;ice_ric_name_de;ttpro_standardereignis_bedeutung;ttpro_event_code_meaning;dhl_paket;dhl_paket_international;dhl_europaket
NTPUP;NTHNG;AN;Not picked up;Nothing to collect;Nicht abgeholt;Keine Sendung zur Abholung vorhanden;Abholung beim Kunden nicht erfolgreich;Pickup not successful;1;0;1
NTPUP;OTHER;AN;Not picked up;Other / Delivery to an other person;Nicht abgeholt;Andere Gründe / Zustellung an andere anwesende Person;Abholung beim Kunden nicht erfolgreich;Pickup not successful;1;0;1
NTPUP;SPCNR;AN;Not picked up;Shipper cannot be reached;Nicht abgeholt;Versender wurde nicht angetroffen;Abholung beim Kunden nicht erfolgreich;Pickup not successful;1;0;1
NTPUP;TRPMT;AN;Not picked up;Terms of payment;Nicht abgeholt;Zahlungsschwierigkeiten / Zahlungsterminal defekt;Abholung beim Kunden nicht erfolgreich;Pickup not successful;1;0;0
NTPUP;WRGTR;AN;Not picked up;Wrong tour;Nicht abgeholt;Falsche Tour;Abholung beim Kunden nicht erfolgreich;Pickup not successful;0;0;1
OFWRD;CNCNR;BV;Onforwarded;Consignee could not be reached;Nachsendung / Rücksendung;Empfänger nicht erreicht;Besondere Vorkommnisse;Exception;0;0;1
OFWRD;CNRFW;ZN;Onforwarded;Consignee request: Forward to an other address.;Nachsendung / Rücksendung;Empfängerverfügung: Nachsendung;Zustellversuch nicht erfolgreich;Delivery attempt not successful;0;1;0
OFWRD;CRFRD;PO;Onforwarded;Customer request for redirection;Nachsendung / Rücksendung;Kunde wünscht Zusendung zu anderer Adresse;Im Zustellprozess;In delivery process;0;1;0
OFWRD;CRRFN;AA;Onforwarded;Correct routing information but at the wrong facil;Nachsendung / Rücksendung;Sortierfehler - richtiger Routing-Code / Sendung in falscher Lokation;Abgang aus ...;Departed from;0;1;0
OFWRD;CRRFN;EE;Onforwarded;Correct routing information but at the wrong facil;Nachsendung / Rücksendung;Sortierfehler - richtiger Routing-Code / Sendung in falscher Lokation;Eingang in ...;Arrived at;0;1;0
OFWRD;CSREQ;PO;Onforwarded;ConSignee REQuest;Nachsendung / Rücksendung;Empfänger-Verfügung;Im Zustellprozess;In delivery process;1;1;1
OFWRD;NRQRD;PO;Onforwarded;ICE Details;Nachsendung / Rücksendung;Keine weiteren Details erforderlich;Im Zustellprozess;In delivery process;0;1;0
OFWRD;PBNBR;PO;Onforwarded;PO box number;Nachsendung / Rücksendung;Postfach als Zustelladresse angegeben;Im Zustellprozess;In delivery process;0;1;0
OFWRD;RDRCR;AA;Onforwarded;Redirected by customer request;Nachsendung / Rücksendung;Absender-/Empfängerverfügung: Zustellung an andere Adresse;Abgang aus ...;Departed from;0;0;1
OFWRD;RDRCR;AN;Onforwarded;Redirected by customer request;Nachsendung / Rücksendung;Absender-/Empfängerverfügung: Zustellung an andere Adresse;Abholung beim Kunden nicht erfolgreich;Pickup not successful;0;0;1
OFWRD;RDRCR;PO;Onforwarded;Redirected by customer request;Nachsendung / Rücksendung;Absender-/Empfängerverfügung: Zustellung an andere Adresse;Im Zustellprozess;In delivery process;0;1;1
OFWRD;RDRCR;ZN;Onforwarded;Redirected by customer request;Nachsendung / Rücksendung;Absender-/Empfängerverfügung: Zustellung an andere Adresse;Zustellversuch nicht erfolgreich;Delivery attempt not successful;0;1;1
OFWRD;RDRDO;PO;Onforwarded;Redirected by redirection order;Nachsendung / Rücksendung;Absender-/Empfängerverfügung: Zustellung an andere Adresse;Im Zustellprozess;In delivery process;1;0;0
OFWRD;RDRDO;ZN;Onforwarded;Redirected by redirection order;Nachsendung / Rücksendung;Absender-/Empfängerverfügung: Zustellung an andere Adresse;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;0;0
OFWRD;RTSCR;AA;Onforwarded;Return to shipper at customer request;Nachsendung / Rücksendung;Rücksendung aufgrund von Kundenwunsch;Abgang aus ...;Departed from;1;0;0
OFWRD;RTSCR;BV;Onforwarded;Return to shipper at customer request;Nachsendung / Rücksendung;Rücksendung aufgrund von Kundenwunsch;Besondere Vorkommnisse;Exception;0;0;1
OFWRD;RTSCR;EE;Onforwarded;Return to shipper at customer request;Nachsendung / Rücksendung;Rücksendung aufgrund von Kundenwunsch;Eingang in ...;Arrived at;1;0;0
OFWRD;RTSCR;PO;Onforwarded;Return to shipper at customer request;Nachsendung / Rücksendung;Rücksendung aufgrund von Kundenwunsch;Im Zustellprozess;In delivery process;0;0;1
OFWRD;RTSCR;ZN;Onforwarded;Return to shipper at customer request;Nachsendung / Rücksendung;Rücksendung aufgrund von Kundenwunsch;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;0;0
OFWRD;RTSSA;ZN;Onforwarded;Return to shipper by customer standard agreement;Nachsendung / Rücksendung;Rücksendung aufgrund Vereinbarung mit Absender;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;0;0
PARCV;NRQRD;VA;PAN Received by Carrier;ICE Details;Elektronische Sendungsdaten liegen vor;Keine weiteren Details erforderlich;Vorankündigung (per EDI);Electronic pre advise;1;0;0
PBNDT;NDRFC;BV;Piece, but no data;No data received from customer;Sendung ohne Daten;Fehlende EDI-Daten vom Kunden;Besondere Vorkommnisse;Exception;0;0;1
PBNDT;NDRFN;BV;Piece, but no data;No data received from network;Sendung ohne Daten;Fehlende EDI-Daten vom Netzwerk;Besondere Vorkommnisse;Exception;0;1;1
PBNDT;NORSN;BV;Piece, but no data;No reason;Sendung ohne Daten;Keine weitere Begründung durch Zoll;Besondere Vorkommnisse;Exception;0;1;0
PCKDU;PFLOC;AE;Picked up;Preferred Location/Neighbor;Abholung;Wunschort/Wunschnachbar;Abholung beim Kunden erfolgreich;Pickup successful;1;0;0
PCKDU;PKBOX;AE;Picked up;Delivery to Packetbox;Abholung;Zustellung an Paketkasten;Abholung beim Kunden erfolgreich;Pickup successful;1;0;0
PCKDU;PKBOX;ES;Picked up;Delivery to Packetbox;Abholung;Zustellung an Paketkasten;Eingang in Sendungsverlauf;Handed over to DHL;1;0;0
PCKDU;PUBCR;AE;Picked up;Piece pick up;Abholung;Erfolgreich abgeholt;Abholung beim Kunden erfolgreich;Pickup successful;1;1;1
PCKDU;WINPL;AE;Picked up;Prefered Neighbor/Place;Abholung;Wunschnachbar/Wunschort;Abholung beim Kunden erfolgreich;Pickup successful;1;0;0
PMTCR;NRQRD;GT;Payments received from courier;ICE Details;Zahlungsübergabe;Keine weiteren Details erforderlich;Geld-Transfer;Money transfer;1;0;0
PMTCS;NRQRD;GT;Payment received from customer;ICE Details;Zahlung erhalten;Keine weiteren Details erforderlich;Geld-Transfer;Money transfer;0;1;0
PMTCS;SERPT;GT;Payment received from customer;Service Point;Zahlung erhalten;Filiale / Agentur;Geld-Transfer;Money transfer;1;0;0
PURCR;BDADD;BV;Pick up request created;Bad address;Abholauftrag erhalten;Adresse fehlerhaft;Besondere Vorkommnisse;Exception;1;0;0
PURCR;BOOKN;VA;Pick up request created;Booking;Abholauftrag erhalten;Buchung erfolgt;Vorankündigung (per EDI);Electronic pre advise;1;0;0
PURCR;NRQRD;VA;Pick up request created;ICE Details;Abholauftrag erhalten;Keine weiteren Details erforderlich;Vorankündigung (per EDI);Electronic pre advise;1;0;0
PURCR;OTHER;BV;Pick up request created;Other / Delivery to an other person;Abholauftrag erhalten;Andere Gründe / Zustellung an andere anwesende Person;Besondere Vorkommnisse;Exception;1;0;0
PURCR;REJCT;DD;Pick up request created;Rejected;Abholauftrag erhalten;Der Auftrag wurde abgelehnt;Datendienst;Data Service;1;0;0
PURCR;SECPL;DD;Pick up request created;Secure Place;Abholauftrag erhalten;Zustellung an vereinbartem, gesicherten Ort;Datendienst;Data Service;1;0;0
RCCLS;GHSTP;BV;Record closed;Ghost piece;Sendungslauf beendet;Daten ohne Sendung;Besondere Vorkommnisse;Exception;1;0;0
RCCLS;LOSTX;ZN;Record closed;Lost;Sendungslauf beendet;Verlust;Zustellversuch nicht erfolgreich;Delivery attempt not successful;0;0;1
RELBL;NRQRD;BV;Relabeled;ICE Details;Neues Label erstellt;Keine weiteren Details erforderlich;Besondere Vorkommnisse;Exception;1;0;0
RELBL;PLDMG;PO;Relabeled;Piece label damaged;Neues Label erstellt;Label defekt;Im Zustellprozess;In delivery process;1;0;0
RELBL;PPQLT;PO;Relabeled;Poor quality piece label;Neues Label erstellt;mangelhaftes Label erneuert;Im Zustellprozess;In delivery process;1;0;0
REPCK;DMGPC;BV;Repacked;Damaged in process;Sendung wurde neu verpackt;Beschädigt bei der Bearbeitung vorgefunden;Besondere Vorkommnisse;Exception;1;1;0
REPCK;LDMGD;PO;Repacked;Loaded Damaged;Sendung wurde neu verpackt;Beladung einer beschädigten/nachverpackten Sendung;Im Zustellprozess;In delivery process;1;0;0
REPCK;MVMTV;AA;Repacked;Movement / tour vehicle;Sendung wurde neu verpackt;Beladung;Abgang aus ...;Departed from;1;0;0
REPCK;NRQRD;BV;Repacked;ICE Details;Sendung wurde neu verpackt;Keine weiteren Details erforderlich;Besondere Vorkommnisse;Exception;1;1;0
REPCK;RDRDO;BV;Repacked;Redirected by redirection order;Sendung wurde neu verpackt;Absender-/Empfängerverfügung: Zustellung an andere Adresse;Besondere Vorkommnisse;Exception;1;0;0
REPCK;WRGRI;BV;Repacked;Wrong Receiver Information;Sendung wurde neu verpackt;Falsche Empfängerinformationen;Besondere Vorkommnisse;Exception;1;0;0
RETRN;BDADD;ZN;Shipment will be returned to origin;Bad address;Rücksendung;Adresse fehlerhaft;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;1;0
RETRN;CLREF;ZO;Shipment will be returned to origin;Clearance refused;Rücksendung;Die Zollabfertigung wurde abgelehnt;Zoll;Customs clearance;0;1;0
RETRN;CNCNR;ZN;Shipment will be returned to origin;Consignee could not be reached;Rücksendung;Empfänger nicht erreicht;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;1;0
RETRN;CSREQ;ZN;Shipment will be returned to origin;ConSignee REQuest;Rücksendung;Empfänger-Verfügung;Zustellversuch nicht erfolgreich;Delivery attempt not successful;0;1;0
RETRN;DMGED;ZN;Shipment will be returned to origin;Damage under investigation;Rücksendung;Keine Übernahme wegen Beschädigung;Zustellversuch nicht erfolgreich;Delivery attempt not successful;0;1;0
RETRN;DMGPC;BV;Shipment will be returned to origin;Damaged in process;Rücksendung;Beschädigt bei der Bearbeitung vorgefunden;Besondere Vorkommnisse;Exception;1;0;0
RETRN;FRMJR;ZN;Shipment will be returned to origin;Force majeur;Rücksendung;Verzögerung wegen höherer Gewalt;Zustellversuch nicht erfolgreich;Delivery attempt not successful;0;1;0
RETRN;FSCCH;BV;Shipment will be returned to origin;Failed dangerous goods check;Rücksendung;Gefahrgutprüfung negativ;Besondere Vorkommnisse;Exception;1;0;0
RETRN;GDNMS;BV;Shipment will be returned to origin;Goods / packaging not meet standard;Rücksendung;Sendung entspricht nicht den DHL-Standards;Besondere Vorkommnisse;Exception;0;1;0
RETRN;INSPF;ZO;Shipment will be returned to origin;Inspection failed;Rücksendung;Zollprüfung negativ;Zoll;Customs clearance;0;1;0
RETRN;MOVED;ZN;Shipment will be returned to origin;Moved;Rücksendung;Empfänger verzogen;Zustellversuch nicht erfolgreich;Delivery attempt not successful;0;1;0
RETRN;MSDLA;ZN;Shipment will be returned to origin;Missed delivery cycle - Received after cut off;Rücksendung;Sendung zu spät in Station für Zustellung;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;0;0
RETRN;MSSDT;ZN;Shipment will be returned to origin;Missing data;Rücksendung;fehlende Daten;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;0;0
RETRN;NAGTB;BV;Shipment will be returned to origin;Not According to General Terms of Business;Rücksendung;Sendung nicht AGB-konform - Rücksendung;Besondere Vorkommnisse;Exception;1;1;0
RETRN;NAGTB;ZN;Shipment will be returned to origin;Not According to General Terms of Business;Rücksendung;Sendung nicht AGB-konform - Rücksendung;Zustellversuch nicht erfolgreich;Delivery attempt not successful;0;1;0
RETRN;NEXCH;ZN;Shipment will be returned to origin;No exchange unit;Rücksendung;Fehlende Wechselbehälter;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;0;0
RETRN;NHOME;ZN;Shipment will be returned to origin;Not home;Rücksendung;Benachrichtigt: Empfänger nicht angetroffen;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;1;0
RETRN;NTCCN;ZN;Shipment will be returned to origin;Not collected by consignee;Rücksendung;Keine Abholung durch Kunden zum Ablauf der Lagerfrist;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;1;0
RETRN;NTORD;ZN;Shipment will be returned to origin;Not ordered;Rücksendung;Annahmeverweigerung - nicht bestellt;Zustellversuch nicht erfolgreich;Delivery attempt not successful;0;1;0
RETRN;OTHER;ZN;Shipment will be returned to origin;Other / Delivery to an other person;Rücksendung;Andere Gründe / Zustellung an andere anwesende Person;Zustellversuch nicht erfolgreich;Delivery attempt not successful;0;1;0
RETRN;RFUSD;ZN;Shipment will be returned to origin;Refused;Rücksendung;Annahme Verweigert;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;0;0
RETRN;RTSCR;ZN;Shipment will be returned to origin;Return to shipper at customer request;Rücksendung;Rücksendung aufgrund von Kundenwunsch;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;0;0
RETRN;RTSSA;ZN;Shipment will be returned to origin;Return to shipper by customer standard agreement;Rücksendung;Rücksendung aufgrund Vereinbarung mit Absender;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;1;0
RETRN;UDFPC;BV;Shipment will be returned to origin;Unidentifiable piece;Rücksendung;Unidentifizierbars Packstück;Besondere Vorkommnisse;Exception;1;0;0
RETRN;WRGDT;ZN;Shipment will be returned to origin;Wrong Date;Rücksendung;Falsches Datum;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;0;0
RETRN;WRGID;ZN;Shipment will be returned to origin;Wrong Check-ID;Rücksendung;Falsche Prüf-ID;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;0;0
RETRN;WRGTR;ZN;Shipment will be returned to origin;Wrong tour;Rücksendung;Falsche Tour;Zustellversuch nicht erfolgreich;Delivery attempt not successful;1;0;0
ROUCR;PKBOX;PO;Re-Routed on customer request;Delivery to Packetbox;Umleitung aufgrund Empfängerverfügung;Zustellung an Paketkasten;Im Zustellprozess;In delivery process;1;0;0
RSDCP;FWEXH;ZO;Released from clearance processing;ForWarded for Export Handling;Zollfreigabe;Weiterleitung zur Exportbearbeitung;Zoll;Customs clearance;1;1;0
RSDCP;OARRV;ZO;Released from clearance processing;On arrival;Zollfreigabe;Zollfreigabe;Zoll;Customs clearance;0;1;1
SECHK;CCPSD;BV;Security checked;Content Check - Passed;Sicherheitsprüfung;Inhaltskontrolle erfolgt;Besondere Vorkommnisse;Exception;1;0;0
SECHK;DGCPS;BV;Security checked;Dangerous goods check - Passed;Sicherheitsprüfung;Gefahrgutprüfung erfolgt;Besondere Vorkommnisse;Exception;1;0;0
SECHK;INSPT;BV;Security checked;Inspection;Sicherheitsprüfung;Es besteht der Verdacht auf Beraubung. Die Sendung wird inspiziert.;Besondere Vorkommnisse;Exception;1;0;0
SECHK;NRQRD;BV;Security checked;ICE Details;Sicherheitsprüfung;Keine weiteren Details erforderlich;Besondere Vorkommnisse;Exception;1;0;0
SHRCU;NRQRD;ES;Shipment Received from customer;ICE Details;Einlieferung der Sendung durch den Kunden;Keine weiteren Details erforderlich;Eingang in Sendungsverlauf;Handed over to DHL;1;0;0
SHRCU;PCKST;ES;Shipment Received from customer;Packstation;Einlieferung der Sendung durch den Kunden;Packstation;Eingang in Sendungsverlauf;Handed over to DHL;1;0;0
SHRCU;SERPT;ES;Shipment Received from customer;Service Point;Einlieferung der Sendung durch den Kunden;Filiale / Agentur;Eingang in Sendungsverlauf;Handed over to DHL;1;0;0
SRTED;FWAPS;AA;Sorted;ForWarded for Army Postal Service;Sortierung;Weiterleitung für die Feldpost-Bearbeitung;Abgang aus ...;Departed from;1;0;0
SRTED;FWAPS;EE;Sorted;ForWarded for Army Postal Service;Sortierung;Weiterleitung für die Feldpost-Bearbeitung;Eingang in ...;Arrived at;1;0;0
SRTED;FWEXH;AA;Sorted;ForWarded for Export Handling;Sortierung;Weiterleitung zur Exportbearbeitung;Abgang aus ...;Departed from;1;0;0
SRTED;FWEXH;EE;Sorted;ForWarded for Export Handling;Sortierung;Weiterleitung zur Exportbearbeitung;Eingang in ...;Arrived at;1;1;0
SRTED;FWEXH;NB;Sorted;ForWarded for Export Handling;Sortierung;Weiterleitung zur Exportbearbeitung;Normale Bearbeitung;Normal processing;0;0;1
SRTED;FWEXP;AA;Sorted;ForWarded for EXPress handling;Sortierung;Weiterleitung zum Transport im Express-Netzwerk;Abgang aus ...;Departed from;1;0;0
SRTED;FWEXP;EE;Sorted;ForWarded for EXPress handling;Sortierung;Weiterleitung zum Transport im Express-Netzwerk;Eingang in ...;Arrived at;1;0;0
SRTED;NRQRD;AE;Sorted;ICE Details;Sortierung;Keine weiteren Details erforderlich;Abholung beim Kunden erfolgreich;Pickup successful;0;1;0
SRTED;NRQRD;ES;Sorted;ICE Details;Sortierung;Keine weiteren Details erforderlich;Eingang in Sendungsverlauf;Handed over to DHL;1;0;0
SRTED;NRQRD;NB;Sorted;ICE Details;Sortierung;Keine weiteren Details erforderlich;Normale Bearbeitung;Normal processing;1;1;1
SRTED;NRQRD;PO;Sorted;ICE Details;Sortierung;Keine weiteren Details erforderlich;Im Zustellprozess;In delivery process;1;0;1
STORN;NRQRD;DD;The previous event was deleted by driver;ICE Details;Storno - vorheriges Ereignis durch Zusteller gelöscht;Keine weiteren Details erforderlich;Datendienst;Data Service;1;0;0
TRBCR;NRQRD;BV;Transferred between carriers;ICE Details;Übergabe zwischen Transporteuren;Keine weiteren Details erforderlich;Besondere Vorkommnisse;Exception;1;0;0
ULFMV;OARRV;EE;Unloaded from movement / tour vehicle;On arrival;Eingang;Zollfreigabe;Eingang in ...;Arrived at;0;1;0
ULFMV;OARRV;NB;Unloaded from movement / tour vehicle;On arrival;Eingang;Zollfreigabe;Normale Bearbeitung;Normal processing;0;1;0
ULFMV;UNLDD;EE;Unloaded from movement / tour vehicle;Unloaded;Eingang;Entladung;Eingang in ...;Arrived at;1;1;0
ULFMV;UNLDD;PO;Unloaded from movement / tour vehicle;Unloaded;Eingang;Entladung;Im Zustellprozess;In delivery process;1;0;1
